Customer ID,Age,Total Spent,Segment
CUST651,51,150.0,Mid Value
CUST099,50,1200.0,High Value
CUST279,50,500.0,Mid Value
CUST122,64,120.0,Mid Value
CUST330,25,200.0,Mid Value
CUST066,45,30.0,Low Value
CUST914,59,500.0,Mid Value
CUST242,21,25.0,Low Value
CUST204,39,25.0,Low Value
CUST323,29,900.0,High Value
CUST249,20,50.0,Low Value
CUST208,34,200.0,Mid Value
CUST130,57,500.0,Mid Value
CUST805,30,1500.0,High Value
CUST476,27,2000.0,High Value
CUST639,62,200.0,Mid Value
CUST385,50,1500.0,High Value
CUST213,27,1500.0,High Value
CUST818,30,500.0,Mid Value
CUST601,19,30.0,Low Value
CUST728,51,150.0,Mid Value
CUST278,37,100.0,Low Value
CUST031,44,1200.0,High Value
CUST952,57,25.0,Low Value
CUST164,47,1500.0,High Value
CUST624,34,900.0,High Value
CUST876,43,120.0,Mid Value
CUST461,18,1000.0,High Value
CUST245,47,90.0,Low Value
CUST721,52,500.0,Mid Value
CUST709,19,1000.0,High Value
CUST082,32,200.0,Mid Value
CUST700,36,2000.0,High Value
CUST047,40,1500.0,High Value
CUST912,51,150.0,Mid Value
CUST121,28,200.0,Mid Value
CUST309,26,25.0,Low Value
CUST172,32,50.0,Low Value
CUST112,37,1500.0,High Value
CUST485,24,30.0,Low Value
CUST713,34,75.0,Low Value
CUST143,45,50.0,Low Value
CUST890,34,50.0,Low Value
CUST432,60,1000.0,High Value
CUST953,45,90.0,Low Value
CUST902,54,50.0,Low Value
CUST080,64,60.0,Low Value
CUST692,64,100.0,Low Value
CUST750,35,75.0,Low Value
CUST032,30,90.0,Low Value
CUST671,62,150.0,Mid Value
CUST111,34,1500.0,High Value
CUST618,27,50.0,Low Value
CUST954,50,900.0,High Value
CUST423,27,25.0,Low Value
CUST239,38,1500.0,High Value
CUST481,43,1200.0,High Value
CUST219,53,90.0,Low Value
CUST628,19,200.0,Mid Value
CUST630,42,100.0,Low Value
CUST146,38,200.0,Mid Value
CUST139,36,2000.0,High Value
CUST844,35,150.0,Mid Value
CUST230,54,25.0,Low Value
CUST968,48,900.0,High Value
CUST646,38,90.0,Low Value
CUST248,26,900.0,High Value
CUST829,61,90.0,Low Value
CUST540,46,900.0,High Value
CUST882,64,50.0,Low Value
CUST957,60,120.0,Mid Value
CUST012,35,75.0,Low Value
CUST637,43,600.0,Mid Value
CUST573,49,60.0,Low Value
CUST151,29,50.0,Low Value
CUST215,58,1500.0,High Value
CUST913,29,90.0,Low Value
CUST413,44,75.0,Low Value
CUST768,24,75.0,Low Value
CUST694,39,50.0,Low Value
CUST321,26,50.0,Low Value
CUST103,59,25.0,Low Value
CUST710,26,1500.0,High Value
CUST574,63,50.0,Low Value
CUST613,52,90.0,Low Value
CUST942,51,1500.0,High Value
CUST193,35,1500.0,High Value
CUST129,21,600.0,Mid Value
CUST367,57,50.0,Low Value
CUST262,32,120.0,Mid Value
CUST875,51,2000.0,High Value
CUST007,46,50.0,Low Value
CUST819,35,100.0,Low Value
CUST874,60,30.0,Low Value
CUST256,23,1000.0,High Value
CUST502,43,150.0,Mid Value
CUST629,62,50.0,Low Value
CUST865,42,300.0,Mid Value
CUST183,43,900.0,High Value
CUST443,29,600.0,Mid Value
CUST206,61,25.0,Low Value
CUST677,19,1500.0,High Value
CUST970,59,2000.0,High Value
CUST995,41,30.0,Low Value
CUST094,47,1000.0,High Value
CUST477,43,120.0,Mid Value
CUST717,57,500.0,Mid Value
CUST124,33,2000.0,High Value
CUST351,56,90.0,Low Value
CUST281,29,2000.0,High Value
CUST776,35,90.0,Low Value
CUST018,47,50.0,Low Value
CUST431,63,1200.0,High Value
CUST061,21,200.0,Mid Value
CUST519,36,120.0,Mid Value
CUST960,59,60.0,Low Value
CUST672,34,100.0,Low Value
CUST022,18,100.0,Low Value
CUST773,25,2000.0,High Value
CUST487,44,2000.0,High Value
CUST071,51,100.0,Low Value
CUST141,22,50.0,Low Value
CUST854,29,50.0,Low Value
CUST216,62,100.0,Low Value
CUST318,61,25.0,Low Value
CUST131,21,600.0,Mid Value
CUST065,51,2000.0,High Value
CUST244,28,100.0,Low Value
CUST626,26,2000.0,High Value
CUST580,31,1500.0,High Value
CUST647,59,1500.0,High Value
CUST408,64,500.0,Mid Value
CUST932,45,100.0,Low Value
CUST740,25,200.0,Mid Value
CUST743,34,2000.0,High Value
CUST895,55,120.0,Mid Value
CUST024,49,300.0,Mid Value
CUST693,41,1500.0,High Value
CUST718,59,75.0,Low Value
CUST771,24,50.0,Low Value
